customer_id,first_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
2342,Clara,Female,87,1999-09-17,Pharmacist,Manufacturing,Mass Customer,N,No,2.0,25,30
2343,Wilhelm,Male,6,1959-03-24,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5.0,64,70
2344,Wat,Male,93,1993-03-04,Nurse,Financial Services,Mass Customer,N,Yes,7.0,30,40
2345,Arden,Female,50,1986-07-15,Systems Administrator I,Retail,Affluent Customer,N,Yes,3.0,37,40
2346,Joey,Male,89,1979-09-16,Information Systems Manager,Property,Mass Customer,N,Yes,4.0,45,50
2347,L;urette,Female,79,1957-03-04,Programmer Analyst I,IT,High Net Worth,N,No,11.0,66,70
2348,Keeley,Female,2,1957-11-07,Web Designer IV,Manufacturing,Mass Customer,N,No,16.0,67,70
2349,Julee,Female,23,1979-03-05,Executive Secretary,Telecommunications,High Net Worth,N,No,3.0,44,50
2350,Lorinda,Female,32,1959-03-17,Nurse Practicioner,Health,Mass Customer,N,Yes,14.0,64,70
2351,Felicity,Female,35,1992-03-15,Assistant Professor,Retail,Affluent Customer,N,Yes,10.0,31,40
2352,Cilka,Female,76,1971-10-22,Statistician II,Financial Services,Mass Customer,N,Yes,13.0,53,60
2353,Lyn,Male,93,1978-12-27,Health Coach IV,Health,Affluent Customer,N,Yes,12.0,46,50
2354,Tammie,Female,99,1958-12-19,Product Engineer,Retail,Mass Customer,N,No,17.0,66,70
2355,Shaughn,Male,87,1993-12-19,Operator,Manufacturing,Mass Customer,N,Yes,4.0,31,40
2356,Arluene,Female,58,1994-12-17,Geological Engineer,Manufacturing,Affluent Customer,N,No,3.0,30,40
2357,Lisette,Female,39,1962-10-15,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,62,70
2358,Ave,Male,26,1959-05-01,Senior Sales Associate,Retail,High Net Worth,N,Yes,15.0,64,70
2359,Merlina,Female,80,1986-03-25,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7.0,37,40
2360,Karleen,Female,0,1974-11-03,VP Accounting,Financial Services,High Net Worth,N,Yes,5.0,50,60
2361,Jeannette,Female,55,1954-11-28,Help Desk Operator,Retail,High Net Worth,N,Yes,20.0,70,80
2362,Herbie,Male,49,1972-06-05,Developer II,Financial Services,Affluent Customer,N,Yes,19.0,51,60
2363,Bobby,Male,92,1983-12-30,Nurse,Entertainment,Mass Customer,N,Yes,16.0,41,50
2364,Fielding,Male,19,1995-09-22,Speech Pathologist,IT,Mass Customer,N,Yes,13.0,29,30
2365,Lauretta,Female,2,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0,26,30
2366,Idette,Female,51,1975-06-15,Web Designer I,Health,Mass Customer,N,Yes,15.0,48,50
2367,Lorne,Male,40,1957-05-22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,16.0,66,70
2368,Rowe,Female,98,1993-01-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,30,40
2369,Averyl,Female,80,1996-10-28,Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,28,30
2370,Juliane,Female,35,1996-03-19,Analyst Programmer,Property,High Net Worth,N,No,7.0,27,30
2371,Rory,Female,22,1966-11-18,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8.0,58,60
2372,Jim,Male,14,1977-09-10,Clinical Specialist,Health,Affluent Customer,N,No,10.0,47,50
2373,Cordy,Female,51,1982-05-22,Structural Engineer,Manufacturing,High Net Worth,N,Yes,16.0,41,50
2374,Dolf,Male,6,1993-06-15,Design Engineer,Financial Services,Mass Customer,N,No,9.0,30,40
2375,Alika,Female,21,1987-03-17,Sales Representative,Retail,Affluent Customer,N,No,8.0,36,40
2376,Eada,Female,84,1958-10-23,Community Outreach Specialist,Health,High Net Worth,N,Yes,12.0,66,70
2377,Kristien,Female,29,1998-10-02,Analog Circuit Design manager,IT,High Net Worth,N,No,2.0,26,30
2378,Aggi,Female,41,1994-04-25,Research Assistant II,Manufacturing,Affluent Customer,N,No,1.0,29,30
2379,Trixie,Female,85,1981-05-05,Occupational Therapist,Health,Affluent Customer,N,Yes,15.0,42,50
2380,Merissa,Female,44,1956-04-09,Technical Writer,Retail,Mass Customer,N,Yes,15.0,67,70
2381,Dulsea,Female,91,1973-02-12,Programmer I,Argiculture,Affluent Customer,N,Yes,5.0,50,60
2382,Turner,Male,79,1971-07-05,Accounting Assistant III,Retail,Mass Customer,N,Yes,4.0,52,60
2383,Zaria,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,46,50
2384,Garey,Male,96,1961-07-16,Operator,Health,High Net Worth,N,Yes,6.0,62,70
2385,Gaultiero,Male,70,1958-12-17,Dental Hygienist,Health,Mass Customer,N,No,8.0,66,70
2386,Adrianne,Female,93,1997-07-06,Compensation Analyst,Financial Services,Mass Customer,N,No,2.0,26,30
2387,Roy,Male,33,1977-08-30,Nurse,Manufacturing,High Net Worth,N,Yes,9.0,47,50
2388,Quincy,Male,84,1997-05-28,Cost Accountant,Financial Services,Mass Customer,N,No,1.0,26,30
2389,Sibyl,Male,18,1973-12-28,Desktop Support Technician,Retail,High Net Worth,N,No,7.0,51,60
2390,Tonya,Female,48,1964-05-06,Legal Assistant,Property,Mass Customer,N,No,12.0,59,60
2391,Corny,Female,72,1961-04-22,Nurse Practicioner,Health,Mass Customer,N,No,14.0,62,70
2392,Isadora,Female,48,2001-01-11,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2.0,22,30
2393,Dorian,Female,68,1981-06-21,Registered Nurse,Health,High Net Worth,N,Yes,11.0,42,50
2394,Ferne,Female,31,1995-11-12,GIS Technical Architect,Financial Services,Mass Customer,N,Yes,7.0,29,30
2395,Ashlin,Male,23,1966-02-26,Executive Secretary,Financial Services,High Net Worth,N,No,16.0,57,60
2396,Elmira,Female,40,1973-08-02,Recruiter,Retail,Affluent Customer,N,Yes,7.0,50,60
2397,Cassius,Male,33,1985-06-10,Analyst Programmer,Retail,Affluent Customer,N,Yes,4.0,38,40
2398,Mirelle,Female,6,2000-10-11,Administrative Assistant IV,Financial Services,High Net Worth,N,Yes,1.0,24,30
2399,Devonne,Female,20,1980-06-11,Software Consultant,Manufacturing,High Net Worth,N,Yes,14.0,43,50
2400,Lindsay,Male,73,1978-02-28,Office Assistant III,Property,Mass Customer,N,Yes,22.0,45,50
2401,Drake,Male,7,1977-07-31,Staff Scientist,Retail,Mass Customer,N,Yes,15.0,46,50
2402,Merrielle,Female,99,1957-06-07,Cost Accountant,Financial Services,Mass Customer,N,Yes,8.0,66,70
2403,Karalee,Female,41,1977-10-25,Technical Writer,Financial Services,Affluent Customer,N,No,12.0,47,50
2404,Conney,Male,13,1960-03-14,Graphic Designer,Retail,Mass Customer,N,No,6.0,63,70
2405,Quintana,Female,16,1957-07-28,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,18.0,66,70
2406,Randal,Male,34,1973-06-11,Executive Secretary,Manufacturing,Affluent Customer,N,Yes,9.0,50,60
2407,Merrily,Female,24,1959-03-30,Associate Professor,Financial Services,High Net Worth,N,Yes,6.0,64,70
2408,Celestia,Female,38,1955-10-10,VP Marketing,Health,Mass Customer,N,No,16.0,69,70
2409,Carolan,Female,23,1989-07-13,Electrical Engineer,Health,Mass Customer,N,No,12.0,34,40
2410,Eugenia,Female,75,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21.0,49,50
2411,Casey,Male,0,1964-05-27,Technical Writer,Financial Services,High Net Worth,N,No,13.0,59,60
2412,Tiffi,Female,77,1981-05-26,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8.0,42,50
2413,Abbey,Male,27,1943-08-11,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,17.0,80,90
2414,Basile,Unidentified,18,1959-06-03,Registered Nurse,Health,Mass Customer,N,Yes,7.0,64,70
2415,Tanner,Male,56,1978-11-05,Web Designer II,Manufacturing,Mass Customer,N,No,3.0,46,50
2416,Eberhard,Male,19,1959-12-29,Office Assistant I,Health,Affluent Customer,N,No,16.0,65,70
2417,Cacilia,Female,27,1974-06-24,Nurse,Financial Services,Affluent Customer,N,No,22.0,49,50
2418,Elspeth,Female,82,1970-04-05,Software Engineer III,Property,Mass Customer,N,Yes,13.0,53,60
2419,Aron,Male,96,1978-07-04,Physical Therapy Assistant,Property,High Net Worth,N,No,9.0,45,50
2420,Celie,Female,10,1976-08-26,Staff Scientist,Financial Services,High Net Worth,N,No,16.0,47,50
2421,Marilee,Female,54,1954-08-16,Research Nurse,Health,Affluent Customer,N,Yes,13.0,69,70
2422,Crysta,Female,96,1978-11-30,Librarian,Entertainment,High Net Worth,N,No,13.0,46,50
2423,Lenci,Male,49,1981-02-20,Professor,IT,Mass Customer,N,Yes,20.0,42,50
2424,Loren,Male,17,1982-01-06,Technical Writer,Financial Services,Affluent Customer,N,Yes,15.0,41,50
2425,Barn,Male,32,1976-03-19,Help Desk Technician,Financial Services,Mass Customer,N,Yes,11.0,47,50
2426,Yancy,Unidentified,64,1957-07-30,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,14.0,66,70
2427,Myrta,Female,20,1998-10-15,Senior Developer,Health,High Net Worth,N,Yes,2.0,26,30
2428,Pauly,Male,74,1968-07-26,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,9.0,55,60
2429,Emeline,Female,54,1980-11-11,Assistant Professor,Manufacturing,Mass Customer,N,Yes,3.0,44,50
2430,Humbert,Male,38,1968-09-06,Quality Engineer,Retail,Mass Customer,N,No,5.0,56,60
2431,Alvy,Male,15,1999-12-24,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2.0,25,30
2432,Ebba,Female,67,1981-02-21,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,42,50
2433,Burty,Male,38,1976-07-19,Nurse Practicioner,Retail,High Net Worth,N,Yes,8.0,47,50
2434,Lenci,Male,40,1956-11-17,Environmental Specialist,Entertainment,Affluent Customer,N,No,18.0,68,70
2435,Orly,Female,69,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,N,No,14.0,62,70
2436,Jaymie,Male,37,1986-03-21,Help Desk Technician,IT,Mass Customer,N,No,4.0,37,40
2437,Simonette,Female,90,1977-05-01,Marketing Manager,Financial Services,Mass Customer,N,Yes,18.0,46,50
2438,Lorianne,Female,76,1983-01-29,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4.0,40,50
2439,Shelly,Female,44,1967-10-02,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,15.0,57,60
2440,Lethia,Female,17,1959-09-21,Engineer II,Manufacturing,Affluent Customer,N,No,8.0,65,70
2441,Loutitia,Female,52,1959-03-29,Research Assistant IV,Property,High Net Worth,N,Yes,5.0,64,70
2442,Odie,Male,8,1957-10-13,Social Worker,Health,Affluent Customer,N,Yes,17.0,67,70
2443,Towny,Male,30,1990-02-13,Computer Systems Analyst I,Property,High Net Worth,N,No,20.0,33,40
2444,Emmet,Male,22,1977-05-13,Associate Professor,Manufacturing,High Net Worth,N,No,11.0,46,50
2445,Johnnie,Male,46,1976-03-11,Quality Control Specialist,Retail,Affluent Customer,N,No,18.0,47,50
2446,Lovell,Male,33,1956-09-07,Social Worker,Retail,Affluent Customer,N,No,17.0,68,70
2447,Richard,Male,55,1997-01-06,Tax Accountant,Health,Affluent Customer,N,Yes,2.0,26,30
2448,Lorri,Female,5,1992-12-18,Structural Analysis Engineer,Property,High Net Worth,N,No,10.0,32,40
2449,Oates,Male,54,1982-06-01,Tax Accountant,Health,Affluent Customer,N,No,8.0,41,50
2450,Jayson,Male,64,1974-06-21,Structural Engineer,Retail,Affluent Customer,N,Yes,7.0,49,50
2451,Upton,Male,33,1973-03-09,Editor,Argiculture,Affluent Customer,N,Yes,18.0,50,60
2452,Sophronia,Female,93,1975-07-24,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17.0,48,50
2453,Ruthe,Female,22,1992-08-05,Safety Technician II,Telecommunications,High Net Worth,N,No,9.0,31,40
2454,Gene,Female,81,1960-02-13,Senior Sales Associate,Property,Mass Customer,N,Yes,12.0,63,70
2455,Kathe,Female,64,1977-10-09,Biostatistician I,Manufacturing,Mass Customer,N,No,21.0,47,50
2456,Reidar,Male,9,1991-05-29,Sales Associate,Property,Mass Customer,N,No,10.0,32,40
2457,Benito,Male,70,1975-04-12,Developer IV,IT,High Net Worth,N,Yes,15.0,48,50
2458,Leilah,Female,73,1964-04-20,Media Manager II,Manufacturing,High Net Worth,N,Yes,5.0,59,60
2459,Jeanna,Female,67,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,N,No,18.0,37,40
2460,Mick,Male,88,1976-05-17,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12.0,47,50
2461,Tully,Male,89,1976-06-12,Speech Pathologist,Health,Affluent Customer,N,No,17.0,47,50
2462,Fletcher,Male,17,1980-07-05,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21.0,43,50
2463,Krystle,Female,54,1978-01-30,Pharmacist,Health,Mass Customer,N,No,12.0,45,50
2464,Cleve,Male,78,1983-04-06,Speech Pathologist,Retail,Mass Customer,N,No,6.0,40,50
2465,Paloma,Female,31,1984-06-12,Senior Editor,Argiculture,Mass Customer,N,Yes,2.0,39,40
2466,Araldo,Male,62,1980-10-04,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16.0,44,50
2467,Ynez,Female,71,1975-07-15,Engineer III,Manufacturing,Affluent Customer,N,Yes,4.0,48,50
2468,Parker,Male,51,1995-12-12,Marketing Assistant,Retail,High Net Worth,N,No,1.0,29,30
2469,Kermie,Unidentified,18,1976-06-09,Accounting Assistant II,IT,Mass Customer,N,Yes,3.0,47,50
2470,Roy,Male,70,1957-07-04,Web Developer III,Argiculture,Mass Customer,N,No,13.0,66,70
2471,Noland,Male,55,1978-12-20,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0,46,50
2472,Mathias,Male,99,1989-06-02,Product Engineer,Health,High Net Worth,N,Yes,16.0,34,40
2473,Davon,Male,50,1970-05-10,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13.0,53,60
2474,Chrysa,Female,59,1980-06-08,Executive Secretary,Argiculture,High Net Worth,N,Yes,6.0,43,50
2475,Cammi,Female,68,1977-05-02,Quality Control Specialist,Manufacturing,Mass Customer,N,No,20.0,46,50
2476,Hal,Male,13,1956-09-25,Administrative Officer,Property,High Net Worth,N,No,17.0,68,70
2477,Barney,Male,25,1977-03-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,46,50
2478,Andreas,Male,85,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10.0,57,60
2479,Helge,Female,81,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,N,No,5.0,28,30
2480,Adey,Female,3,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16.0,53,60
2481,Amber,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,44,50
2482,Regan,Male,95,1953-12-10,Pharmacist,Health,Mass Customer,N,Yes,10.0,71,80
2483,Greta,Female,54,1987-06-06,Dental Hygienist,Manufacturing,Mass Customer,N,No,10.0,36,40
2484,Elise,Female,77,1979-10-03,Senior Quality Engineer,Property,Mass Customer,N,Yes,14.0,45,50
2485,Ringo,Male,93,1955-07-27,Help Desk Technician,Argiculture,Mass Customer,N,Yes,12.0,68,70
2486,Alaine,Female,77,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,69,70
2487,Elton,Male,92,1978-01-13,Operator,IT,Affluent Customer,N,Yes,14.0,45,50
2488,Idalia,Female,32,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,36,40
2489,Emma,Female,42,1976-06-12,Speech Pathologist,Retail,Mass Customer,N,No,15.0,47,50
2490,Clint,Male,28,1987-10-01,Electrical Engineer,Health,Mass Customer,N,Yes,5.0,37,40
2491,Tabbie,Male,74,1977-05-08,Clinical Specialist,Health,Mass Customer,N,No,14.0,46,50
2492,Gayelord,Male,35,1974-02-01,Design Engineer,Manufacturing,High Net Worth,N,No,9.0,49,50
2493,Rey,Male,56,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17.0,42,50
2494,Donella,Female,98,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,N,No,16.0,49,50
2495,Gwenore,Female,89,1953-11-12,Assistant Professor,IT,Affluent Customer,N,No,17.0,71,80
2496,Lew,Male,29,1980-08-26,Web Developer II,Manufacturing,Mass Customer,N,Yes,21.0,43,50
2497,Gustav,Male,33,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,N,No,12.0,54,60
2498,Rosana,Female,70,1978-02-02,Software Test Engineer III,Retail,High Net Worth,N,No,8.0,45,50
2499,Doll,Female,77,1973-08-30,Account Representative I,Retail,Mass Customer,N,No,14.0,51,60
2500,Micky,Female,35,1957-12-18,Senior Developer,Property,High Net Worth,N,Yes,17.0,67,70
2501,Ora,Female,80,1971-07-12,Actuary,Financial Services,Mass Customer,N,Yes,10.0,52,60
2502,Concordia,Female,6,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,N,Yes,11.0,59,60
2503,Devlin,Male,80,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10.0,56,60
2504,Aloysius,Male,52,2000-04-29,Engineer III,Property,Mass Customer,N,No,2.0,23,30
2505,Myrah,Female,45,1980-08-25,VP Marketing,Financial Services,High Net Worth,N,No,3.0,43,50
2506,Arlana,Female,97,1955-01-20,Staff Accountant II,Health,Affluent Customer,N,No,9.0,68,70
2507,Alysa,Female,77,1986-06-25,Biostatistician III,Health,Affluent Customer,N,Yes,8.0,37,40
2508,Virgil,Male,98,1996-11-04,Information Systems Manager,Health,Mass Customer,N,No,3.0,28,30
2509,Danya,Male,99,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,N,No,7.0,52,60
2510,Nealson,Male,43,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7.0,50,60
2511,Jedidiah,Male,20,1991-07-12,Technical Writer,Financial Services,Mass Customer,N,Yes,4.0,32,40
2512,Franzen,Male,3,1968-05-22,Web Developer I,Financial Services,High Net Worth,N,Yes,19.0,55,60
2513,Rustie,Male,55,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,N,No,12.0,45,50
2514,Vincenty,Male,25,1975-08-11,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,17.0,48,50
2515,Manya,Female,24,1995-03-07,Junior Executive,Retail,Affluent Customer,N,Yes,3.0,28,30
2516,Zoe,Female,42,1967-05-27,Registered Nurse,Health,Mass Customer,N,No,19.0,56,60
2517,Rozanna,Female,1,1978-10-19,Research Nurse,Health,Mass Customer,N,Yes,9.0,46,50
2518,Krystalle,Female,53,1954-08-22,Recruiting Manager,IT,Mass Customer,N,Yes,19.0,69,70
2519,Ryon,Male,76,1979-10-17,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0,45,50
2520,Gabie,Male,71,1974-05-27,Accountant III,Retail,Affluent Customer,N,Yes,10.0,49,50
2521,Kellia,Female,35,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,25,30
2522,Benton,Male,42,1977-02-03,Actuary,Financial Services,High Net Worth,N,No,14.0,46,50
2523,Lauree,Female,28,1961-10-29,VP Marketing,Financial Services,Mass Customer,N,Yes,9.0,63,70
2524,Rustie,Male,84,1969-05-29,Help Desk Technician,Retail,Mass Customer,N,Yes,8.0,54,60
2525,Hans,Male,25,1992-10-03,Cost Accountant,Financial Services,Mass Customer,N,No,8.0,32,40
2526,Izaak,Male,89,1969-02-01,Software Test Engineer II,Manufacturing,Mass Customer,N,No,8.0,54,60
2527,Arly,Female,60,1980-07-19,Technical Writer,Manufacturing,Affluent Customer,N,Yes,16.0,43,50
2528,Cassie,Male,81,1978-09-23,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,46,50
2529,Ben,Male,81,1954-05-11,Quality Engineer,Manufacturing,High Net Worth,N,Yes,10.0,69,70
2530,Engracia,Female,63,1960-08-03,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18.0,63,70
2531,Brendan,Male,48,1981-08-20,Teacher,Property,High Net Worth,N,Yes,8.0,42,50
2532,Milli,Female,27,1969-05-01,Database Administrator IV,Manufacturing,Mass Customer,N,No,11.0,54,60
2533,Harper,Male,11,1993-07-26,Speech Pathologist,Health,Affluent Customer,N,Yes,5.0,30,40
2534,Estelle,Female,70,1965-06-21,Research Associate,Manufacturing,Affluent Customer,N,Yes,12.0,58,60
2535,Butch,Male,53,1981-08-20,Accountant III,Financial Services,Affluent Customer,N,No,13.0,42,50
2536,Aigneis,Female,71,1964-06-10,Associate Professor,Health,Mass Customer,N,Yes,16.0,59,60
2537,Peggi,Female,8,1989-09-06,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,12.0,35,40
2538,Jacinta,Female,13,1959-01-22,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,N,Yes,20.0,64,70
2539,Tracie,Male,68,1967-04-22,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,12.0,56,60
2540,Donavon,Unidentified,14,1985-09-01,Executive Secretary,IT,Mass Customer,N,Yes,22.0,39,40
2541,Cleveland,Male,17,2000-03-14,Software Engineer II,Financial Services,High Net Worth,N,Yes,2.0,23,30
2542,Amanda,Female,43,1966-03-11,Accounting Assistant I,Property,Affluent Customer,N,Yes,12.0,57,60
2543,Horacio,Male,41,1999-06-03,Web Developer III,Financial Services,Affluent Customer,N,No,2.0,24,30
2544,Ellery,Male,73,1988-01-31,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,35,40
2545,Grayce,Female,33,1978-04-11,Tax Accountant,Manufacturing,Mass Customer,N,Yes,16.0,45,50
2546,Marinna,Female,45,1980-04-10,Assistant Professor,Manufacturing,High Net Worth,N,No,11.0,43,50
2547,Aili,Female,91,1985-07-08,Social Worker,Health,Mass Customer,N,Yes,14.0,38,40
2548,Kristien,Female,11,1971-07-30,Chief Design Engineer,Property,Mass Customer,N,No,13.0,52,60
2549,Mike,Male,12,1998-08-07,Pharmacist,Health,Mass Customer,N,Yes,4.0,25,30
2550,Dionysus,Male,34,1997-08-12,Pharmacist,Health,Mass Customer,N,Yes,4.0,26,30
2551,Gabrila,Female,0,1987-10-10,VP Quality Control,Manufacturing,Mass Customer,N,No,5.0,37,40
2552,Allard,Male,1,1973-11-02,General Manager,Manufacturing,Affluent Customer,N,Yes,17.0,51,60
2553,Buddy,Male,42,1981-10-09,Sales Representative,Entertainment,High Net Worth,N,Yes,13.0,43,50
2554,Fan,Female,76,1982-08-21,Software Engineer III,Manufacturing,High Net Worth,N,No,12.0,41,50
2555,Brad,Male,43,1976-09-19,Health Coach IV,Health,Affluent Customer,N,No,11.0,48,50
2556,Chucho,Male,39,1988-08-11,Professor,Health,Mass Customer,N,Yes,15.0,35,40
2557,Lian,Female,37,1978-08-19,Software Engineer IV,Financial Services,Mass Customer,N,No,19.0,45,50
2558,Imojean,Female,84,1974-10-19,Financial Advisor,Health,High Net Worth,N,Yes,20.0,50,60
2559,Fulvia,Female,7,1969-06-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,8.0,54,60
2560,Sherm,Male,7,1980-10-01,Developer IV,Property,Mass Customer,N,No,21.0,44,50
2561,Elga,Female,44,1963-09-06,Database Administrator III,Manufacturing,High Net Worth,N,Yes,15.0,61,70
2562,Boonie,Male,98,1980-09-26,Internal Auditor,Retail,Mass Customer,N,No,13.0,44,50
2563,Perla,Female,49,1990-03-08,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,20.0,33,40
2564,Bell,Female,18,1976-04-29,Engineer III,Health,Mass Customer,N,No,15.0,47,50
2565,Joannes,Female,62,1969-08-17,Junior Executive,Health,Affluent Customer,N,Yes,9.0,54,60
2566,Nani,Female,48,1996-10-29,Accountant II,Entertainment,Affluent Customer,N,Yes,6.0,28,30
2567,Tobe,Male,97,1975-01-13,Systems Administrator IV,Financial Services,Mass Customer,N,No,22.0,48,50
2568,Anna-diana,Female,42,1983-02-16,Staff Scientist,Manufacturing,Mass Customer,N,No,18.0,40,50
2569,Sig,Male,62,1985-05-03,VP Quality Control,Retail,Mass Customer,N,No,16.0,38,40
2570,Hirsch,Male,13,1977-09-10,Professor,Financial Services,Mass Customer,N,Yes,18.0,47,50
2571,Chariot,Male,97,1986-11-17,Internal Auditor,Health,Affluent Customer,N,Yes,7.0,38,40
2572,Sheila,Female,30,1980-12-30,Engineer III,Financial Services,Mass Customer,N,No,13.0,44,50
2573,Tera,Female,72,1954-09-23,Software Engineer I,Health,Mass Customer,N,No,10.0,70,80
2574,Humfrey,Male,73,1979-12-21,Staff Scientist,Manufacturing,Mass Customer,N,No,4.0,45,50
2575,Hagan,Male,87,1974-06-07,Business Systems Development Analyst,Financial Services,High Net Worth,N,Yes,16.0,49,50
2576,Lotty,Female,15,1959-05-30,Associate Professor,Manufacturing,Mass Customer,N,No,13.0,64,70
2577,Thor,Male,78,1976-03-19,Operator,Health,Mass Customer,N,Yes,10.0,47,50
2578,Felice,Male,49,1991-02-27,Tax Accountant,Retail,High Net Worth,N,No,3.0,32,40
2579,Celka,Female,35,1970-12-31,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16.0,54,60
2580,Kalinda,Female,27,1988-07-04,Teacher,Financial Services,Mass Customer,N,Yes,13.0,35,40
2581,Gwenette,Female,49,1974-06-10,Social Worker,Manufacturing,Affluent Customer,N,Yes,11.0,49,50
2582,Harv,Male,98,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,46,50
2583,Appolonia,Female,34,1963-09-12,Human Resources Assistant I,Property,Mass Customer,N,No,15.0,61,70
2584,Sharia,Female,86,1980-07-07,Technical Writer,Financial Services,High Net Worth,N,No,12.0,43,50
2585,Sly,Male,15,1994-06-22,Geologist III,Health,Affluent Customer,N,No,7.0,29,30
2586,Heywood,Male,10,1979-09-12,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0,45,50
2587,Maren,Female,76,1979-03-30,Data Coordiator,Manufacturing,Affluent Customer,N,No,4.0,44,50
2588,Kimball,Male,37,2001-01-02,Professor,Health,High Net Worth,N,No,2.0,22,30
2589,Alvera,Female,42,1965-08-02,Registered Nurse,Financial Services,High Net Worth,N,No,8.0,58,60
2590,Roslyn,Female,48,1964-09-22,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,60,70
2591,Estevan,Male,50,1974-02-04,Sales Associate,Retail,High Net Worth,N,No,13.0,49,50
2592,Archibaldo,Male,84,1995-06-19,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1.0,28,30
2593,Sharona,Female,69,1973-07-26,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0,50,60
2594,Sigismond,Male,90,1997-06-23,Internal Auditor,Manufacturing,Mass Customer,N,No,2.0,26,30
2595,Land,Male,56,1977-08-17,Nurse Practicioner,Health,Affluent Customer,N,Yes,8.0,46,50
2596,Lexis,Female,51,1976-08-20,Assistant Professor,IT,Affluent Customer,N,Yes,13.0,47,50
2597,Carita,Female,58,1980-10-25,Civil Engineer,Manufacturing,High Net Worth,N,Yes,11.0,44,50
2598,Lindsay,Male,23,1980-03-26,Senior Developer,Manufacturing,Affluent Customer,N,No,9.0,43,50
2599,Pauly,Female,9,1954-05-03,VP Marketing,Manufacturing,Mass Customer,N,No,5.0,69,70
2600,Darnell,Male,55,2001-03-03,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,22,30
